"id";"ssflag";"pagenumberinocrdocument";"authorfirstname";"authorlastname";"title";"firsteditionpublisher";"firsteditionpublicationplace";"firsteditionpublicationyear";"secondeditionpublisher";"secondeditionpublicationplace";"secondeditionpublicationyear";"additionalinfos";"ocrresult"
"72380";"2";"132";"Johannes";"Schult";"Die Schule der arbeitenden Jugend";"Arbeiterjugendverl.";"Berlin";"1922";"";"";"";"";"Schult, Johannes: Die Schule der arbeitenden Jugend. Berlin: Arbeiterjugendverl. 1922."
"72381";"2";"132";"Johannes";"Schult";"Was ist Kapital und Kapitalismus?";"Arbeiterjugendverl.";"Berlin";"1924";"";"";"";"";"Schult, Johannes: Was ist Kapital und Kapitalismus? Berlin: Arbeiterjugendverl. 1924."
"72382";"2";"132";"Hermann";"Schulte-Vaarting";"Neubegründung der Psychoanalyse";"Pfeiffer";"Berlin";"1930";"";"";"";"";"Schulte-Vaarting, Hermann: Neubegründung der Psychoanalyse. Berlin: Pfeiffer 1930."
"72383";"2";"132";"Emil";"Schulten";"Deutsche Wanderkunde";"Limpert-Verl.";"Dresden";"1931";"";"";"";"";"Schulten, Emil: Deutsche Wanderkunde. Dresden: Limpert-Verl. 1931."
"72384";"2";"132";"Gerhard";"Schultze-Pfaelzer";"Die grosse Grenze";"Safari-Verl.";"Berlin";"1938";"";"";"";"";"Schultze-Pfaelzer, Gerhard: Die grosse Grenze. Berlin: Safari-Verl. 1938."
"72385";"2";"132";"Gerhard";"Schultze-Pfaelzer";"Hindenburg";"Grethlein";"Leipzig";"1930";"";"";"";"";"Schultze-Pfaelzer, Gerhard: Hindenburg. Leipzig: Grethlein 1930."
"72386";"2";"132";"Ernst";"Schulz";"Amtliche Wissenschaft im Zeichen des Kreuzes";"Ludendorff-Verl.";"München";"1935";"";"";"";"";"Schulz, Ernst: Amtliche Wissenschaft im Zeichen des Kreuzes. München: Ludendorff-Verl. 1935."
"72387";"2";"132";"Franz";"Schulz";"Eros. Klassische Liebesdichtung";"Kaemmerer";"Berlin";"1925";"";"";"";"";"Schulz, Franz: Eros. Klassische Liebesdichtung. Berlin: Kaemmerer 1925."
"72388";"2";"132";"Heinrich";"Schulz";"Die Schulreform der Sozialdemokratie";"Schmidt";"Berlin";"1919";"";"";"";"";"Schulz, Heinrich: Die Schulreform der Sozialdemokratie. Berlin: Schmidt 1919."
"72389";"2";"132";"Hugo";"Schulz";"Die Welt in Waffen";"Singer";"Berlin";"1913/15";"";"";"";"";"Schulz, Hugo: Die Welt in Waffen. Berlin: Singer 1913/15."
"72390";"1";"132";"Wilhelm";"Schulz";"Der Tod des Pfarrers Dr. Friedrich Ludwig Weidig";"Lit. Comptoir";"Zürich";"1843";"";"";"";"";"Schulz, Wilhelm: Der Tod des Pfarrers Dr. Friedrich Ludwig Weidig. Zürich: Lit. Comptoir 1843."
"72391";"2";"132";"";"Schulz, Wilhelm, und Karl Welker";"Geheime Inquisition";"Braun";"Karlsruhe";"1845";"";"";"";"";"Schulz, Wilhelm, und Karl Welker: Geheime Inquisition. Karlsruhe: Braun 1845."
"72392";"2";"132";"";"";"Schulze, Der tote ~ gegen den lebenden Lassalle";"Vorwärts";"Berlin";"1886";"";"";"";"";"Schulze, Der tote ~ gegen den lebenden Lassalle. Berlin: Vorwärts 1886."
"72393";"2";"132";"Harro";"Schulze-Boysen";"Gegner von heute, Kampfgenossen von morgen";"W. Hoffmann";"Berlin";"1932";"";"";"";"";"Schulze-Boysen, Harro: Gegner von heute, Kampfgenossen von morgen. Berlin: W. Hoffmann 1932."
"72394";"1";"134";"Nikolaj M.";"Schwernik";"Rede auf dem 17. Parteitag der KPdSU";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Schwernik, Nikolaj M.: Rede auf dem 17. Parteitag der KPdSU. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"72395";"1";"134";"Nikolaj M.";"Schwernik";"Der Sozialismus und das Recht auf Arbeit";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Schwernik, Nikolaj M.: Der Sozialismus und das Recht auf Arbeit. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"72396";"1";"134";"Nikolaj M.";"Schwernik";"Über die Umstellung der Arbeit der Gewerkschaften";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Schwernik, Nikolaj M.: Über die Umstellung der Arbeit der Gewerkschaften. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"72397";"2";"134";"Franz";"Schweyer";"Politische Geheimverbände";"Herder";"Freiburg";"1925";"";"";"";"";"Schweyer, Franz: Politische Geheimverbände. Freiburg: Herder 1925."
"72398";"2";"0";"Josef";"Schweyer";"Erlebnisse eines Frauenarztes";"";"München";"1924";"";"";"";"";"Schweyer, Josef: Erlebnisse eines Frauenarztes. München 1924."
"72399";"2";"134";"Josef";"Schweyer";"Der Weiberspiegel";"Hesperos-Verl.";"München";"1922";"";"";"";"";"Schweyer, Josef: Der Weiberspiegel. München: Hesperos-Verl. 1922."
"72400";"2";"134";"Kurt";"Schwitters";"Die Blume Anna";"Der Sturm";"Berlin";"1923";"";"";"";"";"Schwitters, Kurt: Die Blume Anna. Berlin: Der Sturm 1923."
"72401";"2";"134";"Franz";"Scott";"Sämtliche Schriften";"";"";"";"";"";"";"";"Scott, Franz: Sämtliche Schriften."
"72402";"2";"134";"Max";"Seber";"Völkerkampf und Klassenkampf";"Oldenburg";"Leipzig";"1923";"";"";"";"";"Seber, Max: Völkerkampf und Klassenkampf. Leipzig: Oldenburg 1923."
"72403";"2";"134";"Rudolf von";"Sebottendorff";"Bevor Hitler kam";"Deukula";"München";"1933";"";"";"";"";"Sebottendorff, Rudolf von: Bevor Hitler kam. München: Deukula 1933."
"72404";"2";"134";"Ernst";"Seeger";"Das deutsche Geschichtsbilderbuch für junge u. alte Deutschgläubige";"Teutoburg-Verl.";"Marbach";"1935";"";"";"";"";"Seeger, Ernst: Das deutsche Geschichtsbilderbuch für junge u. alte Deutschgläubige. Marbach: Teutoburg-Verl. 1935."
"72405";"2";"134";"Arthur";"Seehof";"Sämtliche Schriften";"";"";"";"";"";"";"";"Seehof, Arthur: Sämtliche Schriften."
"72406";"2";"134";"Paul";"Seelhoff";"Im Strom der Zeit";"Büchermarkt";"Berlin";"1933";"";"";"";"";"Seelhoff, Paul: Im Strom der Zeit. Berlin: Büchermarkt 1933."
"72407";"2";"134";"Ewald Gerhard";"Seeliger";"Sämtliche Schriften";"";"";"";"";"";"";"";"Seeliger, Ewald Gerhard: Sämtliche Schriften."
"72408";"1";"134";"Louis";"Segal";"Lehrbuch der Politischen Ökonomie";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Segal, Louis: Lehrbuch der Politischen Ökonomie. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"72409";"2";"134";"Gerhart";"Seger";"Sämtliche Schriften";"";"";"";"";"";"";"";"Seger, Gerhart: Sämtliche Schriften."
"72410";"2";"134";"Sebastian";"Segerer";"Der Fremdenlegionär";"Ensslin & Laiblin";"Reutlingen";"1932";"";"";"";"";"Segerer, Sebastian: Der Fremdenlegionär. Reutlingen: Ensslin & Laiblin 1932."
"72411";"1";"134";"Anton Philipp von";"Segesser";"Politik der Schweiz";"Vita Nova-Verl.";"Luzern";"1937";"";"";"";"";"Segesser, Anton Philipp von: Politik der Schweiz. Luzern: Vita Nova-Verl. 1937."
"72412";"2";"134";"Karl";"Seher";"Die Arterienverkalkung";"Überreich";"Hamburg";"1928";"";"";"";"";"Seher, Karl: Die Arterienverkalkung. Hamburg: Überreich 1928."
"72413";"2";"134";"Karl";"Seher";"Jugendfragen";"Koetzle";"Chemnitz";"1913";"Ruhe";"Hamburg";"1925";"";"Seher, Karl: Jugendfragen. Chemnitz: Koetzle 1913. — Hamburg: Ruhe 1925."
"72414";"2";"134";"Karl";"Seher";"Jugendnot und Jugendheil";"Überreich";"Hamburg";"1925";"";"";"";"";"Seher, Karl: Jugendnot und Jugendheil. Hamburg: Überreich 1925."
"72415";"2";"134";"Karl";"Seher";"Sexuelle Jugendsünde";"Ruhe";"Hamburg";"1925";"";"";"";"";"Seher, Karl: Sexuelle Jugendsünde. Hamburg: Ruhe 1925."
"72416";"2";"134";"Karl";"Seher";"Das nervöse Kind";"Überreich";"Hamburg";"1925";"";"";"";"";"Seher, Karl: Das nervöse Kind. Hamburg: Überreich 1925."
"72417";"2";"134";"Karl";"Seher";"Die Seele des Gesunden und Kranken";"Ruhe";"Hamburg";"1925";"";"";"";"";"Seher, Karl: Die Seele des Gesunden und Kranken. Hamburg: Ruhe 1925."
"72418";"2";"134";"Karl";"Seher";"Warum gibt es so viele unglückliche Frauen?";"Ruhe";"Hamburg";"1925";"";"";"";"";"Seher, Karl: Warum gibt es so viele unglückliche Frauen? Hamburg: Ruhe 1925."
"72419";"2";"134";"Karl";"Seher";"Was sagt der Arzt dem Manne über das Geschlechtsleben?";"Ruhe";"Hamburg";"1928";"";"";"";"";"Seher, Karl: Was sagt der Arzt dem Manne über das Geschlechtsleben? Hamburg: Ruhe 1928."
"72420";"2";"134";"Karl";"Seher";"Wollen und Werden — das Buch der Ehe";"Überreich";"Hamburg";"1930";"";"";"";"";"Seher, Karl: Wollen und Werden — das Buch der Ehe. Hamburg: Überreich 1930."
"72421";"2";"134";"Karl";"Seher";"Die Zuckerkrankheit";"Überreich";"Hamburg";"1928";"";"";"";"";"Seher, Karl: Die Zuckerkrankheit. Hamburg: Überreich 1928."
"72422";"2";"134";"Friedrich";"Seibert";"Ein einfacher Pionier";"Schlieffen-Verl.";"Berlin";"1933";"";"";"";"";"Seibert, Friedrich: Ein einfacher Pionier. Berlin: Schlieffen-Verl. 1933."
"72423";"2";"136";"Felix";"Sernau";"Das geheime Laster. (Die Sünde der Hände)";"Sexualkundl. Verl. Dr. Behrens";"Berlin";"1930";"";"";"";"";"Sernau, Felix: Das geheime Laster. (Die Sünde der Hände.) Berlin: Sexualkundl. Verl. Dr. Behrens 1930."
"72424";"2";"136";"Walter";"Serner";"Sämtliche Schriften";"";"";"";"";"";"";"";"Serner, Walter: Sämtliche Schriften."
"72425";"2";"0";"A.";"Serno-Solowiewitsch";"Unsere russischen Angelegenheiten";"";"Leipzig";"1871";"";"";"";"";"Serno-Solowiewitsch, A.: Unsere russischen Angelegenheiten. Leipzig 1871."
"72426";"1";"136";"Petrus";"Serrarens";"Das Problem Österreich";"Internat. Bund d. christl. Gewerkschaften";"Utrecht";"1935";"";"";"";"";"Serrarens, Petrus: Das Problem Österreich. Utrecht: Internat. Bund d. christl. Gewerkschaften 1935."
"72427";"2";"136";"Hans";"Serson";"Die Verhütung der Schwangerschaft";"Enck-Verl.";"Berlin";"1920";"";"";"";"";"Serson, Hans: Die Verhütung der Schwangerschaft. Berlin: Enck-Verl. 1920."
"72428";"2";"136";"Robert W.";"Seton-Watson";"Die Stellung der Tschechoslowakei in Europa";"Orbis-Verl.";"Prag";"1936";"";"";"";"";"Seton-Watson, Robert W.: Die Stellung der Tschechoslowakei in Europa. Prag: Orbis-Verl. 1936."
"72429";"2";"136";"Karl";"Severing";"1919/20 in Wetter- und Watterwinkel";"Volkswacht";"Bielefeld";"1927";"";"";"";"";"Severing, Karl: 1919/20 in Wetter- und Watterwinkel. Bielefeld: Volkswacht 1927."
"72430";"2";"136";"";"";"Sexual-Katastrophen";"Payne";"Leipzig";"1926";"";"";"";"";"Sexual-Katastrophen. Leipzig: Payne 1926."
"72431";"2";"136";"Max";"Seydewitz";"Sämtliche Schriften";"";"";"";"";"";"";"";"Seydewitz, Max: Sämtliche Schriften."
"72432";"2";"136";"Carlo";"Sforza";"Europäische Diktaturen";"S. Fischer";"Berlin";"1932";"";"";"";"";"Sforza, Carlo: Europäische Diktaturen. Berlin: S. Fischer 1932."
"72433";"1";"136";"Carlo";"Sforza";"Seele und Schicksal Italiens";"Querido-Verl.";"Amsterdam";"1934";"";"";"";"";"Sforza, Carlo: Seele und Schicksal Italiens. Amsterdam: Querido-Verl. 1934."
"72434";"1";"0";"A. A.";"Shdanow";"Die Ergebnisse des Juniplenums des ZK der KPdSU";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"";"";"";"+ Shdanow, A. A.: Die Ergebnisse des Juniplenums des ZK der KPdSU ... Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"72435";"1";"136";"A. A.";"Shdanow";"Die Ergebnisse des Novemberplenums des ZK der KPdSU";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"";"";"";"Shdanow, A. A.: Die Ergebnisse des Novemberplenums des ZK der KPdSU. Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"72436";"1";"136";"A. A.";"Shdanow";"Die Vorbereitung der Parteiorganisationen für die Wahlen zum Obersten Sowjet der UdSSR";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1937";"";"";"";"";"Shdanow, A. A.: Die Vorbereitung der Parteiorganisationen für die Wahlen zum Obersten Sowjet der UdSSR. Moskau: Verlagsgen. ausländ. Arbeiter 1937."
"72437";"1";"136";"George N.";"Shuster";"Like a mighty army";"Appleton";"London";"1935";"";"";"";"";"Shuster, George N.: Like a mighty army. London: Appleton 1935."
"72438";"2";"136";"Karl";"Siber";"Kokotte Eva";"Elite-Verl.";"Leipzig";"1929";"";"";"";"";"Siber, Karl: Kokotte Eva. Leipzig: Elite-Verl. 1929."
"72439";"1";"136";"S.";"Sidorow";"Wir lassen uns nicht unterkriegen";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Sidorow, S.: Wir lassen uns nicht unterkriegen. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"72440";"2";"136";"Max";"Sidow";"Hermaphrodit";"Steegemann";"Leipzig";"1920";"";"";"";"";"Sidow, Max: Hermaphrodit. Leipzig: Steegemann 1920."
"72441";"2";"136";"Max";"Sidow";"Die Stadt";"Tillgner";"Potsdam";"1920";"";"";"";"";"Sidow, Max: Die Stadt. Potsdam: Tillgner 1920."
"72442";"2";"136";"Anton";"Sieberer";"Katalonien gegen Kastilien";"Saturn-Verl.";"Wien";"1936";"";"";"";"";"Sieberer, Anton: Katalonien gegen Kastilien. Wien: Saturn-Verl. 1936."
"72443";"2";"136";"Anton";"Sieberer";"Spanien gegen Spanien";"Saturn-Verl.";"Wien";"1937";"";"";"";"";"Sieberer, Anton: Spanien gegen Spanien. Wien: Saturn-Verl. 1937."
"72444";"2";"136";"Friedrich";"Sieburg";"Es werde Deutschland";"Societätsverl.";"Frankfurt";"1933";"";"";"";"";"Sieburg, Friedrich: Es werde Deutschland. Frankfurt: Societätsverl. 1933."
"72445";"2";"136";"Franz";"Siefken";"Der Katechismus der Pflicht u. Wahrheit";"Selbstverl.";"Friedeburg";"1935";"";"";"";"";"Siefken, Franz: Der Katechismus der Pflicht u. Wahrheit. Friedeburg: Selbstverl. 1935."
"72446";"2";"136";"";"";"Siegfried oder Christus. Predigten u. Ansprachen";"Regensberg";"Münster";"1935";"";"";"";"";"Siegfried oder Christus. Predigten u. Ansprachen. Münster: Regensberg 1935."
"72447";"2";"136";"";"Siegfried";"Freundesminne";"Spohr";"Leipzig";"1915";"";"";"";"";"Siegfried: Freundesminne. Leipzig: Spohr 1915."
"72448";"2";"136";"";"Siegfried";"Im Zeichen der Zeit! § 175";"Vaterland. Verlagsanst.";"Berlin";"1920";"";"";"";"";"Siegfried: Im Zeichen der Zeit! § 175. Berlin: Vaterland. Verlagsanst. 1920."
"72449";"2";"136";"Anna";"Siemsen";"Sämtliche Schriften";"";"";"";"";"";"";"";"Siemsen, Anna: Sämtliche Schriften."
"72450";"2";"136";"Hans";"Siemsen";"Russland, ja und nein";"Rowohlt";"Berlin";"1931";"";"";"";"";"Siemsen, Hans: Russland, ja und nein. Berlin: Rowohlt 1931."
"72451";"2";"138";"";"";"Sittengeschichte des Intimsten";"Verl. f. Kulturforschung";"Wien";"1929";"";"";"";"";"Sittengeschichte des Intimsten. Wien: Verl. f. Kulturforschung 1929."
"72452";"2";"138";"";"";"Sittengeschichte der Kulturwelt und ihre Entwicklung in Einzeldarstellungen";"Verl. f. Kulturforschung";"Wien";"1925/30";"";"";"";"";"Sittengeschichte der Kulturwelt und ihre Entwicklung in Einzeldarstellungen. Wien: Verl. f. Kulturforschung 1925/30."
"72453";"2";"138";"";"";"Sittengeschichte des Lasters";"Verl. f. Kulturforschung";"Wien";"1927";"";"";"";"";"Sittengeschichte des Lasters. Wien: Verl. f. Kulturforschung 1927."
"72454";"2";"138";"";"";"Sittengeschichte der Liebkosung und Strafe";"Verl. f. Kulturforschung";"Wien";"1928";"";"";"";"";"Sittengeschichte der Liebkosung und Strafe. Wien: Verl. f. Kulturforschung 1928."
"72455";"2";"138";"";"";"Sittengeschichte von Paris";"Verl. f. Kulturforschung";"Wien";"1927";"";"";"";"";"Sittengeschichte von Paris. Wien: Verl. f. Kulturforschung 1927."
"72456";"2";"138";"";"";"Sittengeschichte des Proletariats";"Verl. f. Kulturforschung";"Wien";"1926";"";"";"";"";"Sittengeschichte des Proletariats. Wien: Verl. f. Kulturforschung 1926."
"72457";"2";"138";"";"";"Sittengeschichte der Revolution";"Verl. f. Kulturforschung";"Wien";"1930";"";"";"";"";"Sittengeschichte der Revolution. Wien: Verl. f. Kulturforschung 1930."
"72458";"2";"138";"";"";"Sittengeschichte des Theaters";"Verl. f. Kulturforschung";"Wien";"1925";"";"";"";"";"Sittengeschichte des Theaters. Wien: Verl. f. Kulturforschung 1925."
"72459";"2";"138";"";"";"Sittengeschichte des Weltkriegs";"Schneider";"Wien";"1930";"";"";"";"";"Sittengeschichte des Weltkriegs. Wien: Schneider 1930."
"72460";"2";"138";"";"";"Sittengeschichte der jüngsten Zeit";"Schneider";"Wien";"1931";"";"";"";"";"Sittengeschichte der jüngsten Zeit. Wien: Schneider 1931."
"72461";"2";"138";"";"";"Sittenlehre, Die ~ des Juden. Auszüge aus dem Talmud";"Marby-Verl.";"Stuttgart";"1934";"";"";"";"";"Sittenlehre, Die ~ des Juden. Auszüge aus dem Talmud. Stuttgart: Marby-Verl. 1934."
"72462";"2";"138";"";"";"Sittenspiegel der Nacktheit";"Parthenon-Verl.";"Leipzig";"1930";"";"";"";"";"Sittenspiegel der Nacktheit. Leipzig: Parthenon-Verl. 1930."
"72463";"1";"138";"D. J.";"Skomorowski";"Der kulturelle Aufbau der Sowjetunion im dritten Jahr des Fünfjahrplanes";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1931";"";"";"";"";"Skomorowski, D. J.: Der kulturelle Aufbau der Sowjetunion im dritten Jahr des Fünfjahrplanes. Moskau: Verlagsgen. ausländ. Arbeiter 1931."
"72464";"2";"138";"Richard";"Skowronnek";"Bruder Leichtfuss und Stein am Bein";"Ullstein";"Berlin";"1911";"";"";"";"";"Skowronnek, Richard: Bruder Leichtfuss und Stein am Bein. Berlin: Ullstein 1911."
"72465";"2";"138";"Fritz";"Slang";"Panzerkreuzer Potemkin";"Malik-Verl.";"Berlin";"1926";"";"";"";"";"Slang, Fritz: Panzerkreuzer Potemkin. Berlin: Malik-Verl. 1926."
"72466";"2";"138";"Fritz";"Slang";"Was bringt Dir das Hakenkreuz?";"Betrieb u. Gewerkschaft";"Berlin";"1931";"";"";"";"";"Slang, Fritz: Was bringt Dir das Hakenkreuz? Berlin: Betrieb u. Gewerkschaft 1931."
"72467";"1";"138";"Gustav";"Slekow";"Humanität in Gefahr";"Stockum";"Haag";"1936";"";"";"";"";"Slekow, Gustav: Humanität in Gefahr. Haag: Stockum 1936."
"72468";"1";"138";"Ria";"Slekow";"Flammen in Palästina";"Stockum";"Haag";"1936";"";"";"";"";"Slekow, Ria: Flammen in Palästina. Haag: Stockum 1936."
"72469";"2";"138";"Agnes";"Smedley";"Sämtliche Schriften";"";"";"";"";"";"";"";"Smedley, Agnes: Sämtliche Schriften."
"72470";"2";"138";"Michael";"Smilg-Benario";"Von der Demokratie zur Diktatur";"Drei Masken-Verl.";"München";"1920";"";"";"";"";"Smilg-Benario, Michael: Von der Demokratie zur Diktatur. München: Drei Masken-Verl. 1920."
"72471";"2";"138";"Nikolai G.";"Smirnoff";"Tagebuch des Spions Edward Kent";"Internat. Arbeiter-Verl.";"Berlin";"1932";"";"";"";"";"Smirnoff, Nikolai G.: Tagebuch des Spions Edward Kent. Berlin: Internat. Arbeiter-Verl. 1932."
"72472";"2";"138";"Nina";"Smirnowa";"Marfa";"Reiss";"Berlin";"1932";"";"";"";"";"Smirnowa, Nina: Marfa. Berlin: Reiss 1932."
"72473";"2";"138";"Helen Zenna";"Smith";"Mrs Biest pfeift";"S. Fischer";"Berlin";"1930";"";"";"";"";"Smith, Helen Zenna: Mrs Biest pfeift. Berlin: S. Fischer 1930."
"72474";"2";"138";"Johannes N. J.";"Smulders";"Periodische Enthaltung in der Ehe";"Manz";"Regensburg";"1932";"";"";"";"";"Smulders, Johannes N. J.: Periodische Enthaltung in der Ehe. Regensburg: Manz 1932."
"72475";"2";"138";"Nikolai V.";"Snessareff";"Sämtliche Schriften";"";"";"";"";"";"";"";"Snessareff, Nikolai V.: Sämtliche Schriften."
"72476";"1";"138";"Gustav";"Sobottka";"Leben und Wohlstand der Bergarbeiter in der Sowjetunion";"Ed. Prométhée";"Strassburg";"1937";"";"";"";"";"Sobottka, Gustav: Leben und Wohlstand der Bergarbeiter in der Sowjetunion. Strassburg: Ed. Prométhée 1937."
"72477";"2";"138";"Hans";"Sochaczewer";"Sämtliche Schriften";"";"";"";"";"";"";"";"Sochaczewer, Hans: Sämtliche Schriften."
"72478";"2";"138";"Heinrich";"Soffner";"Die proletarische Jugend";"Zwing";"Jena";"1929";"";"";"";"";"Soffner, Heinrich: Die proletarische Jugend. Jena: Zwing 1929."
"72479";"1";"138";"W. N.";"Sokolow";"Parteibuch Nr 0046340";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1933";"";"";"";"";"Sokolow, W. N.: Parteibuch Nr 0046340. Moskau: Verlagsgen. ausländ. Arbeiter 1933."
"72480";"2";"140";"George";"Soulié de Morant";"Der chinesische Dekameron";"Rhombus";"Wien";"1925";"";"";"";"";"Soulié de Morant, George: Der chinesische Dekameron. Wien: Rhombus 1925."
"72481";"2";"140";"Philippe";"Soupault";"Der Neger";"Spaeth";"Berlin";"1928";"";"";"";"";"Soupault, Philippe: Der Neger. Berlin: Spaeth 1928."
"72482";"1";"140";"St.";"Souveur";"Liebe ohne Folgen";"Liga für Menschenrechte u. Freiheit";"Zürich";"1926";"";"";"";"";"Souveur, St.: Liebe ohne Folgen. Zürich: Liga für Menschenrechte u. Freiheit 1926."
"72483";"2";"140";"";"";"Sowjetdorf, Das ~ in Zahlen und Diagrammen 1917—1927";"Verl. f. Lit. u. Politik";"Berlin";"1928";"";"";"";"";"Sowjetdorf, Das ~ in Zahlen und Diagrammen 1917—1927. Berlin: Verl. f. Lit. u. Politik 1928."
"72484";"1";"140";"";"";"Sowjetgesetzgebung, Die ~ über Ehe, Familie und Vormundschaft";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Sowjetgesetzgebung, Die ~ über Ehe, Familie und Vormundschaft. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"72485";"1";"140";"";"";"Sowjetgesetzgebung, Die ~ über das Erfindungswesen";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Sowjetgesetzgebung, Die ~ über das Erfindungswesen. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"72486";"1";"0";"";"";"Sowjetmacht, Zwanzig Jahre ~. 1917—1937. Sämtliche Ausgaben";"";"";"";"";"";"";"";"Sowjetmacht, Zwanzig Jahre ~. 1917—1937. Sämtliche Ausgaben."
"72487";"2";"140";"";"";"Sowjetrussland und seine Kinder";"Malik-Verl.";"Berlin";"1921";"";"";"";"";"Sowjetrussland und seine Kinder. Berlin: Malik-Verl. 1921."
"72488";"1";"140";"";"";"Sowjetunion, 15 Jahre ~.";"";"o. O.";"1932";"";"";"";"";"Sowjetunion, 15 Jahre ~. o. O. 1932."
"72489";"1";"140";"";"";"Sowjetunion, 20 Jahre ~. 1917—1937";"Freie Schweiz";"Basel";"1938";"";"";"";"";"Sowjetunion, 20 Jahre ~. 1917—1937. Basel: Freie Schweiz 1938."
"72490";"1";"0";"";"";"Sowjetunion 1935 u. 1936. Reden und Berichte";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935/36";"";"";"";"";"+ Sowjetunion 1935 u. 1936. Reden und Berichte ... Moskau: Verlagsgen. ausländ. Arbeiter 1935/36."
"72491";"1";"140";"Heinrich";"Spaan";"Deutsche Sprachlehre. Lehrb. f. Mittelschulen niederen Typus";"Staatsverl.";"Engels";"1934";"";"";"";"";"Spaan, Heinrich: Deutsche Sprachlehre. Lehrb. f. Mittelschulen niederen Typus. Engels: Staatsverl. 1934."
"72492";"1";"140";"Hans";"Spahn";"Geist und Gewalt in der Völkerpolitik";"Europa-Verl.";"Zürich";"1937";"";"";"";"";"Spahn, Hans: Geist und Gewalt in der Völkerpolitik. Zürich: Europa-Verl. 1937."
"72493";"1";"140";"";"";"Spanien. Sammelband über den Freiheitskampf des span. Volkes";"Ed. Prométhée";"Paris";"1938";"";"";"";"";"Spanien. Sammelband über den Freiheitskampf des span. Volkes. Paris: Ed. Prométhée 1938."
"72494";"2";"140";"";"";"Spartakus im Kriege";"Vereinigung internat. Verl.Anst.";"Berlin";"1927";"";"";"";"";"Spartakus im Kriege. Berlin: Vereinigung internat. Verl.Anst. 1927."
"72495";"2";"140";"";"";"Spartakusbriefe. Hrsg. von Ernst Meyer";"Vereinigung internat. Verl.Anst.";"Berlin";"1926";"";"";"";"";"Spartakusbriefe. Hrsg. von Ernst Meyer. Berlin: Vereinigung internat. Verl.Anst. 1926."
"72496";"2";"140";"Minna";"Specht";"Jakob Friedrich Fries";"Öffentl. Leben";"Stuttgart";"1927";"";"";"";"";"Specht, Minna: Jakob Friedrich Fries. Stuttgart: Öffentl. Leben 1927."
"72497";"2";"140";"Minna";"Specht";"Hermann Lietz";"Der Neue Geist";"Leipzig";"1920";"";"";"";"";"Specht, Minna: Hermann Lietz. Leipzig: Der Neue Geist 1920."
"72498";"2";"140";"Minna";"Specht";"Vom Sinn der Jugendweihe";"Öffentl. Leben";"Göttingen";"1929";"";"";"";"";"Specht, Minna: Vom Sinn der Jugendweihe. Göttingen: Öffentl. Leben 1929."
"72499";"2";"140";"";"";"Spectator (Pseud.): Was wird aus Deutschland";"Zentralbildungsstelle f. Tirol";"Innsbruck";"1934";"";"";"";"";"Spectator (Pseud.): Was wird aus Deutschland? Innsbruck: Zentralbildungsstelle f. Tirol 1934."
"72500";"1";"140";"Wilhelm";"Speyer";"Sämtliche Schriften";"";"";"";"";"";"";"";"Speyer, Wilhelm: Sämtliche Schriften."
"72501";"1";"140";"Franz";"Spielhagen";"Spione und Verschwörer in Spanien";"Ed. du Carrefour";"Paris";"1936";"";"";"";"";"Spielhagen, Franz: Spione und Verschwörer in Spanien. Paris: Ed. du Carrefour 1936."
"72502";"2";"140";"C";"Spindler";"Die Nonne von Gnadenzell";"Magdeburger Verl.-Anst.";"Magdeburg";"1908";"";"";"";"";"Spindler, C: Die Nonne von Gnadenzell. Magdeburg: Magdeburger Verl.-Anst. 1908."
"72503";"2";"140";"Jakob Richard";"Spinner";"Die Jungfernschaft";"Verl. f. Sexualwiss.";"Wien";"1931";"";"";"";"";"Spinner, Jakob Richard: Die Jungfernschaft. Wien: Verl. f. Sexualwiss. 1931."
