Stimmart;Adresse;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;"Abgeordneten-
hauswahlkreis";"Bundestags-
wahlkreis";OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wähler;"darunter
Wähler B1
(bei endgültigem Ergebnis)";Ungültige Stimmen;Gültige Stimmen;SPD;CDU;GRÜNE;DIE LINKE;AfD;PIRATEN;FDP;Tierschutzpartei;Die PARTEI;NPD;FAMILIE;Volksabstimmung;ÖDP;FREIE WÄHLER;DKP;MLPD;SGP;BP;TIERSCHUTZ hier!;Tierschutzallianz;Bündnis C;BIG;BGE;DIE DIREKTE!;DiEM25;III. Weg;Die Grauen;DIE RECHTE;DIE VIOLETTEN;LIEBE;DIE FRAUEN;Graue Panther;LKR;MENSCHLICHE WELT;NL;ÖkoLinX;Die Humanisten;PARTEI FÜR DIE TIERE;Gesundheitsforschung;Volt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W317;01;Mitte;317;Urnenwahlbezirk;03;75;W;789;638;151;0;354;1;4;350;51;31;134;37;13;5;22;7;18;2;3;0;3;3;0;1;0;0;0;0;0;1;2;1;8;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W318;01;Mitte;318;Urnenwahlbezirk;03;75;W;1 102;821;281;0;516;6;8;508;78;90;172;41;31;3;32;7;19;0;0;0;1;1;2;0;0;0;2;0;0;2;1;0;9;0;1;0;1;0;0;0;1;0;1;1;4;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W319;01;Mitte;319;Urnenwahlbezirk;03;75;W;1 007;709;298;0;464;9;1;463;92;67;169;26;31;5;20;6;14;0;1;0;4;4;1;0;0;1;1;0;0;0;1;0;5;0;0;0;0;0;1;4;1;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W320;01;Mitte;320;Urnenwahlbezirk;03;75;W;591;425;166;0;313;6;2;311;47;57;121;11;13;3;24;6;6;2;2;0;2;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;1;0;1;1;0;1;0;0;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W321;01;Mitte;321;Urnenwahlbezirk;03;75;W;1 061;781;280;0;420;5;5;415;62;81;133;29;32;5;27;8;11;0;1;0;1;1;0;0;0;0;1;0;0;1;1;0;7;0;1;0;0;0;2;0;0;0;1;1;1;1;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W322;01;Mitte;322;Urnenwahlbezirk;03;75;W;1 165;896;269;0;408;5;4;404;78;86;102;29;28;6;26;7;12;0;1;0;1;1;0;0;0;0;3;0;1;1;1;0;4;0;2;0;0;0;2;3;0;0;0;0;0;1;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W323;01;Mitte;323;Urnenwahlbezirk;03;75;W;1 174;868;306;0;509;4;1;508;78;96;117;55;53;2;33;4;24;0;5;0;2;3;0;1;0;1;1;0;1;0;2;1;6;0;0;0;0;3;0;0;3;1;2;0;1;1;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W324;01;Mitte;324;Urnenwahlbezirk;03;75;W;1 640;1 198;442;0;538;5;5;533;61;88;177;33;38;0;72;2;20;3;2;1;7;3;1;0;0;0;0;0;0;2;1;0;5;1;1;0;0;0;0;1;0;0;0;2;1;0;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W325;01;Mitte;325;Urnenwahlbezirk;03;75;W;986;823;163;0;380;3;2;378;67;44;125;42;28;3;16;3;9;0;1;0;1;4;1;0;0;1;1;0;0;3;0;0;12;0;0;0;0;0;0;0;1;0;1;3;1;0;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W326;01;Mitte;326;Urnenwahlbezirk;03;75;W;1 160;897;263;0;521;14;3;518;98;57;191;39;29;8;17;1;35;0;1;0;1;3;0;0;0;0;0;0;0;5;0;0;16;0;0;0;1;0;0;0;0;0;2;0;4;0;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W327;01;Mitte;327;Urnenwahlbezirk;03;75;W;1 544;1 194;350;0;694;5;4;690;86;58;299;56;21;5;36;10;35;0;0;0;8;2;1;0;0;0;1;1;0;13;1;1;19;0;2;0;2;0;0;1;0;0;0;2;7;1;1;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W400;01;Mitte;400;Urnenwahlbezirk;04;75;W;1 341;1 119;222;0;535;6;12;523;49;35;191;72;37;10;25;9;40;2;3;0;4;2;0;1;1;0;1;0;1;4;1;0;11;1;2;2;0;0;2;1;1;2;1;0;0;1;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W401;01;Mitte;401;Urnenwahlbezirk;04;75;W;922;775;147;0;411;5;3;408;40;18;171;48;30;6;12;9;37;0;1;0;1;0;0;1;0;0;0;0;2;4;1;1;6;0;0;0;0;0;1;2;0;0;0;3;1;1;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W402;01;Mitte;402;Urnenwahlbezirk;04;75;W;1 334;1 156;178;0;531;7;4;527;66;34;201;82;34;3;11;8;41;2;0;1;2;0;0;0;1;0;2;1;1;5;3;0;7;0;1;1;0;0;1;2;0;0;0;1;2;0;1;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W403;01;Mitte;403;Urnenwahlbezirk;04;75;W;1 018;812;206;0;465;1;5;460;62;33;205;54;18;4;13;7;33;1;1;0;2;0;0;0;0;0;0;0;0;2;0;1;6;1;1;0;1;1;0;1;0;0;0;0;1;1;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W404;01;Mitte;404;Urnenwahlbezirk;04;75;W;736;636;100;0;347;5;8;339;40;31;122;56;20;5;7;4;28;0;1;0;0;2;0;0;0;0;1;1;0;2;1;1;5;1;0;0;0;0;0;0;0;1;0;2;0;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W405;01;Mitte;405;Urnenwahlbezirk;04;75;W;818;667;151;0;313;11;4;309;45;22;107;32;23;5;14;5;21;2;0;0;1;1;0;0;0;0;0;1;0;4;0;0;7;0;1;1;0;0;0;0;0;0;2;0;3;1;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W406;01;Mitte;406;Urnenwahlbezirk;04;75;W;908;734;174;0;421;5;3;418;46;33;183;49;19;3;9;8;26;1;0;0;5;3;0;0;0;0;0;0;2;3;1;0;7;0;0;0;0;0;1;1;0;0;0;3;2;0;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W407;01;Mitte;407;Urnenwahlbezirk;04;75;W;1 195;967;228;0;537;3;3;534;60;43;203;46;44;3;26;8;48;0;2;0;4;2;0;1;0;0;1;1;1;5;0;1;9;0;1;0;2;0;1;2;1;0;1;5;3;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W408;01;Mitte;408;Urnenwahlbezirk;04;75;W;1 015;800;215;0;514;8;3;511;66;49;190;73;27;4;17;6;47;1;0;0;6;0;0;1;0;0;0;1;0;1;0;0;9;0;1;0;0;0;0;0;0;0;0;1;3;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W409;01;Mitte;409;Urnenwahlbezirk;04;75;W;967;799;168;0;453;5;6;447;58;38;170;58;25;5;11;2;31;0;1;0;4;0;2;5;0;0;0;0;2;2;0;2;9;1;0;0;1;0;1;0;0;0;3;4;1;3;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W410;01;Mitte;410;Urnenwahlbezirk;04;75;W;1 326;1 043;283;0;682;7;3;679;87;54;297;68;23;8;22;15;36;2;1;0;3;1;1;2;2;1;2;0;0;6;1;0;14;0;2;1;1;0;0;0;0;0;0;6;0;1;0;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W411;01;Mitte;411;Urnenwahlbezirk;04;75;W;1 064;871;193;0;473;3;3;470;47;50;175;59;24;5;20;4;38;1;0;0;2;1;0;1;0;0;0;1;0;6;1;0;11;1;0;1;1;0;1;0;0;0;0;1;2;1;0;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W412;01;Mitte;412;Urnenwahlbezirk;04;75;W;915;703;212;0;429;1;1;428;59;40;153;55;18;2;13;8;31;0;0;0;4;0;0;0;0;2;1;1;0;2;1;0;15;0;1;0;0;1;1;2;0;0;1;5;2;1;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W413;01;Mitte;413;Urnenwahlbezirk;04;75;W;866;708;158;0;373;3;3;370;47;32;140;41;23;4;8;4;37;0;0;0;2;1;0;0;0;0;4;0;0;11;0;0;7;0;0;0;0;0;1;0;0;0;0;1;0;0;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W414;01;Mitte;414;Urnenwahlbezirk;04;75;W;841;660;181;0;386;7;2;384;44;22;175;42;12;3;9;11;32;0;1;1;2;0;0;0;0;0;0;0;0;7;2;0;6;0;1;0;0;0;0;1;0;2;1;2;3;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W415;01;Mitte;415;Urnenwahlbezirk;04;75;W;874;668;206;0;429;8;3;426;39;40;167;63;16;4;13;10;30;0;2;0;2;2;0;0;0;0;1;2;0;4;0;1;13;0;1;0;0;0;0;0;1;0;1;2;2;2;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W416;01;Mitte;416;Urnenwahlbezirk;04;75;W;1 067;866;201;0;467;1;2;465;64;45;183;56;18;3;12;8;28;0;0;2;1;2;0;1;0;0;8;0;1;7;1;1;3;0;3;0;0;0;1;1;0;0;2;2;3;1;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W417;01;Mitte;417;Urnenwahlbezirk;04;75;W;1 182;928;254;0;474;10;9;465;57;30;193;59;11;7;16;6;39;0;2;0;2;1;0;0;0;0;1;1;1;17;1;0;6;0;1;0;0;0;0;0;0;0;0;1;2;0;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W418;01;Mitte;418;Urnenwahlbezirk;04;75;W;1 160;926;234;0;480;13;1;479;69;37;188;57;30;3;21;3;25;0;1;0;3;1;0;1;0;0;2;0;0;3;2;1;9;0;1;0;1;1;1;0;2;0;2;1;2;3;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W419;01;Mitte;419;Urnenwahlbezirk;04;75;W;1 289;1 042;247;0;625;2;1;624;72;35;255;86;24;6;18;12;43;0;2;2;7;3;2;1;0;0;1;2;0;13;2;1;16;0;1;0;3;1;1;0;0;0;0;1;1;1;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W420;01;Mitte;420;Urnenwahlbezirk;04;75;W;995;766;229;0;463;2;3;460;54;28;192;44;26;7;13;7;36;0;2;0;5;1;1;0;0;0;1;0;2;3;1;0;17;0;2;0;0;0;0;0;1;1;0;2;1;0;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W421;01;Mitte;421;Urnenwahlbezirk;04;75;W;816;686;130;0;357;4;7;350;43;36;104;45;26;6;19;11;29;1;0;0;1;5;0;2;0;0;1;1;1;4;1;1;8;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W422;01;Mitte;422;Urnenwahlbezirk;04;75;W;1 033;806;227;0;425;8;3;422;47;43;157;57;13;9;9;7;23;0;0;1;2;0;0;3;0;0;1;1;2;11;0;0;18;0;0;0;1;0;0;0;0;0;1;4;0;2;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W423;01;Mitte;423;Urnenwahlbezirk;04;75;W;899;768;131;0;349;4;7;342;55;42;100;36;29;4;17;5;20;1;1;2;4;1;0;0;1;0;1;0;0;7;1;0;8;1;1;0;0;0;1;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W424;01;Mitte;424;Urnenwahlbezirk;04;75;W;1 266;1 007;259;0;557;5;4;553;110;37;183;73;27;3;9;13;43;0;3;0;3;0;0;0;0;0;3;2;0;10;0;0;11;0;3;0;0;0;2;1;0;2;0;2;2;3;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W425;01;Mitte;425;Urnenwahlbezirk;04;75;W;1 298;1 058;240;0;644;0;5;639;74;42;239;83;32;16;22;9;57;0;0;1;8;2;0;0;0;0;0;0;0;3;1;0;18;1;5;0;1;2;2;0;0;0;0;3;1;0;2;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W426;01;Mitte;426;Urnenwahlbezirk;04;75;W;1 305;997;308;0;528;4;3;525;47;21;205;84;27;9;14;7;46;1;2;0;4;1;1;1;1;0;2;0;0;5;1;0;17;0;1;0;0;0;1;0;1;1;0;6;2;2;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W427;01;Mitte;427;Urnenwahlbezirk;04;75;W;907;717;190;0;388;5;3;385;60;32;140;49;25;4;9;4;25;0;0;0;2;3;0;0;0;0;1;1;1;7;0;0;8;0;1;0;0;1;0;1;0;1;0;1;0;2;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W428;01;Mitte;428;Urnenwahlbezirk;04;75;W;841;649;192;0;367;1;1;366;49;16;133;55;21;4;6;6;33;1;1;1;1;1;0;0;0;0;0;1;2;5;1;0;8;0;0;0;0;1;1;0;0;1;0;5;1;0;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W500;01;Mitte;500;Urnenwahlbezirk;05;75;W;1 037;806;231;0;329;0;4;325;46;35;78;41;53;3;17;13;14;0;4;0;1;2;0;1;0;0;2;2;0;0;0;0;1;0;2;0;0;0;1;1;0;0;0;1;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W501;01;Mitte;501;Urnenwahlbezirk;05;75;W;831;681;150;0;320;2;9;311;64;49;62;24;27;2;18;12;15;0;4;1;0;5;1;0;0;0;2;4;1;0;2;0;0;0;1;0;0;1;2;3;0;0;1;1;2;0;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W502;01;Mitte;502;Urnenwahlbezirk;05;75;W;533;455;78;0;169;0;3;166;35;42;24;18;21;2;4;3;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W503;01;Mitte;503;Urnenwahlbezirk;05;75;W;1 059;910;149;0;427;1;10;417;94;109;59;21;56;3;21;11;15;0;3;1;5;1;0;0;0;0;0;2;1;3;0;0;2;0;2;0;1;0;0;2;0;2;0;0;1;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W504;01;Mitte;504;Urnenwahlbezirk;05;75;W;669;580;89;0;230;2;4;226;25;27;49;28;28;2;15;14;10;0;2;1;1;1;1;1;0;0;4;0;1;2;0;0;3;0;1;0;0;1;0;1;0;0;0;0;1;0;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W505;01;Mitte;505;Urnenwahlbezirk;05;75;W;964;830;134;0;368;0;7;361;52;27;94;57;48;6;5;10;23;1;0;0;5;0;0;0;0;1;1;1;0;5;0;1;3;0;4;1;1;2;2;2;0;1;1;1;0;0;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W506;01;Mitte;506;Urnenwahlbezirk;05;75;W;969;789;180;0;375;0;6;369;69;82;71;34;32;4;21;6;7;3;5;0;3;3;0;3;0;0;2;1;0;4;0;0;6;0;4;0;0;0;0;0;0;0;0;0;1;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W507;01;Mitte;507;Urnenwahlbezirk;05;75;W;1 462;1 181;281;0;575;4;7;568;90;87;149;69;50;5;24;14;24;3;3;0;2;3;0;2;0;0;2;0;0;5;0;0;9;0;4;1;0;0;1;5;0;0;1;1;1;0;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W508;01;Mitte;508;Urnenwahlbezirk;05;75;W;1 228;967;261;0;506;3;6;500;107;59;119;44;57;5;16;14;28;3;5;1;3;3;1;1;0;0;0;1;0;1;0;0;9;0;4;0;0;1;1;6;0;0;0;0;1;1;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W509;01;Mitte;509;Urnenwahlbezirk;05;75;W;1 125;983;142;0;397;4;8;389;70;58;106;31;48;3;12;10;19;1;2;0;0;2;0;0;1;0;1;0;0;8;0;0;4;0;3;0;2;0;0;4;0;0;0;0;0;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W510;01;Mitte;510;Urnenwahlbezirk;05;75;W;1 056;922;134;0;319;0;7;312;47;50;55;29;60;1;14;11;11;0;2;1;1;0;1;0;0;1;2;4;0;2;0;1;2;0;5;0;1;0;3;1;1;0;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W511;01;Mitte;511;Urnenwahlbezirk;05;75;W;1 135;994;141;0;331;0;3;328;58;40;66;28;63;2;11;14;16;1;3;0;3;0;0;0;0;0;3;2;0;2;0;1;5;0;5;0;0;0;0;2;0;0;0;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W512;01;Mitte;512;Urnenwahlbezirk;05;75;W;1 022;885;137;0;278;4;0;278;30;22;93;32;29;4;9;8;13;1;2;0;2;1;1;0;0;0;2;0;0;3;0;0;1;0;1;2;0;1;0;4;0;1;0;4;1;1;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W513;01;Mitte;513;Urnenwahlbezirk;05;75;W;1 381;1 167;214;0;612;6;4;608;69;39;195;79;46;5;22;20;46;2;3;0;5;6;1;0;0;0;3;2;3;1;2;1;18;1;3;0;0;2;4;1;1;4;3;5;4;1;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W514;01;Mitte;514;Urnenwahlbezirk;05;75;W;1 054;865;189;0;402;2;4;398;49;41;127;47;30;5;14;6;37;0;1;3;3;1;0;0;0;0;3;2;0;1;2;0;6;0;0;0;1;1;1;0;0;0;1;1;1;5;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W515;01;Mitte;515;Urnenwahlbezirk;05;75;W;1 362;1 176;186;0;552;10;13;539;71;55;157;61;55;7;26;13;40;1;1;0;0;7;1;0;1;1;1;0;0;2;0;0;10;0;4;0;0;3;1;3;2;0;1;4;4;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W516;01;Mitte;516;Urnenwahlbezirk;05;75;W;990;833;157;0;358;5;2;356;48;27;116;44;26;6;10;11;27;0;1;2;0;1;0;0;0;0;1;0;1;4;0;0;7;0;1;0;1;1;1;4;0;0;0;2;5;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W517;01;Mitte;517;Urnenwahlbezirk;05;75;W;1 336;1 147;189;0;501;5;2;499;79;52;153;56;39;6;8;11;54;1;2;0;1;2;0;0;0;0;1;0;0;2;3;0;6;0;3;0;0;1;1;3;2;0;0;0;1;2;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W518;01;Mitte;518;Urnenwahlbezirk;05;75;W;1 318;1 114;204;0;484;2;3;481;63;35;163;63;26;5;9;12;37;0;5;1;4;0;1;0;0;0;0;0;0;14;2;1;15;0;1;0;0;1;3;1;0;1;1;7;2;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W519;01;Mitte;519;Urnenwahlbezirk;05;75;W;1 362;1 118;244;0;625;5;3;622;91;41;193;94;39;8;15;18;57;2;2;0;2;2;5;0;1;0;2;1;0;0;3;0;20;0;2;0;1;0;2;2;0;1;0;1;3;2;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W520;01;Mitte;520;Urnenwahlbezirk;05;75;W;1 389;1 090;299;0;548;5;5;543;60;29;198;103;16;5;10;5;54;0;2;0;3;3;0;0;0;0;2;1;0;6;4;0;19;0;0;0;1;0;1;1;0;0;0;6;2;0;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W521;01;Mitte;521;Urnenwahlbezirk;05;75;W;1 134;1 004;130;0;364;2;3;361;85;90;52;31;42;2;9;10;4;2;2;0;1;2;0;0;0;0;3;1;0;2;1;0;5;0;7;0;3;0;1;3;0;0;0;1;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W522;01;Mitte;522;Urnenwahlbezirk;05;75;W;899;702;197;0;403;4;3;400;66;49;133;40;25;7;10;6;33;0;1;0;3;5;0;1;0;0;1;0;0;1;1;0;9;0;0;0;0;0;0;1;0;0;0;1;1;1;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W523;01;Mitte;523;Urnenwahlbezirk;05;75;W;657;539;118;0;266;0;2;264;58;72;39;20;31;0;11;7;5;0;1;0;0;0;0;0;0;0;1;1;1;3;0;1;0;0;3;1;0;1;0;4;0;0;0;0;0;0;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W524;01;Mitte;524;Urnenwahlbezirk;05;75;W;875;714;161;0;370;1;4;366;50;38;140;37;34;3;9;3;14;0;4;1;2;1;0;0;0;0;2;0;2;1;1;0;4;0;0;1;0;2;2;2;0;1;0;3;0;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W525;01;Mitte;525;Urnenwahlbezirk;05;75;W;853;679;174;0;374;6;2;372;35;13;157;64;22;4;8;8;29;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;3;0;0;1;4;1;1;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W526;01;Mitte;526;Urnenwahlbezirk;05;75;W;1 516;1 156;360;0;648;5;1;647;59;28;258;110;30;7;19;10;57;1;1;1;1;5;1;1;0;0;2;0;1;1;1;1;17;0;2;0;1;1;2;1;0;1;1;5;4;1;0;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W600;01;Mitte;600;Urnenwahlbezirk;06;75;W;1 461;1 193;268;0;482;10;1;481;39;31;156;75;26;12;16;13;46;0;3;2;6;0;0;1;0;0;1;1;3;10;3;1;12;0;2;0;0;0;0;0;1;0;0;3;5;1;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W601;01;Mitte;601;Urnenwahlbezirk;06;75;W;829;701;128;0;336;2;1;335;56;38;98;38;34;4;7;2;19;1;0;1;2;3;0;1;1;0;2;1;0;7;0;0;5;0;2;0;1;1;3;2;0;0;1;1;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W602;01;Mitte;602;Urnenwahlbezirk;06;75;W;1 057;888;169;0;540;7;5;535;69;29;188;76;39;4;11;15;48;1;2;1;4;2;1;0;0;0;2;1;2;0;0;0;13;0;1;0;0;3;3;1;1;0;1;4;3;0;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W603;01;Mitte;603;Urnenwahlbezirk;06;75;W;926;774;152;0;416;3;5;411;38;20;136;70;20;3;13;9;42;3;1;0;2;0;6;1;1;0;3;1;0;2;2;0;17;0;0;1;0;0;2;0;0;1;0;3;1;1;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W604;01;Mitte;604;Urnenwahlbezirk;06;75;W;837;728;109;0;222;0;2;220;34;16;65;34;13;2;8;6;10;0;0;0;1;0;5;0;0;0;1;1;0;8;2;0;5;0;1;0;0;0;3;0;0;0;0;1;1;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W605;01;Mitte;605;Urnenwahlbezirk;06;75;W;1 072;893;179;0;370;3;1;369;42;35;102;68;28;5;10;6;33;1;2;0;3;1;1;0;0;0;3;2;2;4;1;0;7;1;1;0;0;2;1;2;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W606;01;Mitte;606;Urnenwahlbezirk;06;75;W;835;693;142;0;324;4;6;318;30;26;100;55;31;3;12;7;24;2;1;1;2;3;0;0;0;0;0;1;1;1;0;1;7;0;1;0;0;0;1;0;0;0;0;0;2;2;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W607;01;Mitte;607;Urnenwahlbezirk;06;75;W;882;764;118;0;269;2;2;267;26;11;71;46;21;3;4;4;44;1;0;0;0;2;0;0;0;0;1;0;1;6;0;0;12;0;0;0;0;0;0;1;0;0;1;3;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W608;01;Mitte;608;Urnenwahlbezirk;06;75;W;1 073;897;176;0;372;4;4;368;24;11;131;67;12;9;10;4;51;1;1;0;0;2;2;0;0;0;2;0;0;8;1;0;11;0;3;0;1;0;0;1;0;1;0;4;1;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W609;01;Mitte;609;Urnenwahlbezirk;06;75;W;1 132;973;159;0;444;5;3;441;61;20;135;79;14;3;6;7;48;1;4;0;3;3;2;0;1;0;0;0;1;12;2;0;20;0;1;1;2;0;0;0;0;0;0;6;1;1;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W610;01;Mitte;610;Urnenwahlbezirk;06;75;W;1 134;1 015;119;0;463;6;4;459;58;20;152;83;21;9;12;6;47;1;3;0;0;0;0;1;0;0;2;0;0;9;1;1;11;0;0;0;0;1;1;1;0;1;0;3;1;1;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;01W611;01;Mitte;611;Urnenwahlbezirk;06;75;W;1 372;1 148;224;0;554;7;3;551;63;35;187;101;24;6;10;17;44;0;2;1;4;1;1;0;0;0;2;0;0;14;1;0;17;0;2;0;1;0;0;3;0;2;0;2;0;0;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
